caption,is_event
"“📚 Ready to take your lab reports to the next level? IEEE MMU is here to help you master the art of academic writing!

Get ready for an engaging workshop where we’ll dive deep into ‘How to Ace Your Lab Report’. Discover insider tips, expert strategies, and proven techniques to craft standout reports that impress.

Keep an eye out for the date📆 29may2024 from 9AM to 11PM Don’t miss this opportunity to enhance your academic skills and excel in your studies. Join us for an enriching experience! 🎓💡",1
"IEEE MMU SB held the Arduino Youth Exhibit (AYE) 2023 on 18,19 and 25th November recently.

The program consists of two days of intensive workshops where participants are taught to use the Arduino with the help of our instructor and mentors who are Engineering students from FOE.

Students are then given week to create projects for the exhibition based on the theme for the year, which was Home Automation this year.

We would like to thank TryEngineering for sponsoring this program under their Pre-U STEM grant, as well as Yayasan Universiti Multimedia for sponsoring a generous amount to further ensure the success of the event.

A huge shoutout also to the committee, mentors and judges from FOE who helped make this event a success!",0
"MMU CYBERJAYA CHESS CLUB (MCCC) IS OPEN FOR RECRUITMENT FOR HICOM POSITIONS. Embark on a strategic journey with us at the Chess Club! 🌟 The MMU Cyberjaya Chess Club is looking for recruit members to be a part of the club’s High Committees!!! Join a community where strategy meets camaraderie, where every move matters, and victories are celebrated together. Are you interested and curious about joining the team and trying to lend a hand? Join our club team and gain great experience!! So, do apply now to be a part of the HIGH COMMITTEE TERM 2023/2024!!!♟️

Submit your applications here 👇

https://forms.gle/3U5wEJ6WtkGfqiLL7

We hope that we can meet you soon in the interview
See you guys soon! :) Thank you.🤗

For any enquiries, pls contact :
+60 11-2627 8517 (Kirtanah Manalan, President)

+60 17-2834245 (Derrel Immanuel, Vice President)

Follow us on IG for more updates:⤵️
MMU Cyberjaya Chess Club
67w",0
"‼️ MMU OPEN CHESS CHAMPIONSHIP 2022 ‼️

Attention kings & queens ,

Normal registration is now open!! University students from all over Malaysia are encouraged to join the national-level tournament!

An amazing opportunity to win cash prizes!!!

Date: 17th December 2022
Venue: Library & Learning Point
Normal registration closes on 15th of December 2022 (Thursday). Sign up for MMU Open Chess Championships 2022 today!!!!",1
"🔥 New Diamond Sponsor: Public Bank🔥

🌟 BIG NEWS! 🌟
We're thrilled to announce that we have a NEW Diamond Sponsor joining us for UniCup! 💎✨A massive thank you to PUBLIC BANK for your incredible support, your generosity is helping us make this event more spectacular for the first UniCup.

📍 Join us live at MMU Esports Club official Twitch/YouTube and cheer for your favorite teams!

🎁 Exciting prizes, giveaways, and unforgettable moments await!

Evevnt Details:
📅 Date:19 April 2025 (Online) & 24 April 2025 (Physical)
💵 Entry Fee: RM 5 per pax (Rm25/30 depending team size)
📍 Venue: UniCup Discord Server & MMU Learning Point
#mobilelegends #mlbbtournament

For more inquiries:
Adzim - 011-6301 9194
Aiden - 012-639 7909",1
"INFINIX ESPORTS TOURNAMENT S3 TEAM LINEUP
Presenting the team lineup for the Infinix Esports Tournament S3!

🎓 UniKL : BEAST A & UBIS x UESC ESPORT
🎓 Asia Pacific University : BABA & JTC
🎓 UiTM Shah Alam : HOMIESS & UiTM KISERY
🎓 IIUM Gombak : CO-PILOT & ACCELERATE (XLR8)
🎓 MSU Shah Alam : HERRSCHER & INVICTUSINPLAY
🎓 USM : U GEN & FOCUSMODE
🎓 UniRAZAK : UNIRAZAK SYNERGY & UNIRAZAK EX
🎓 MMU Cyberjaya : FAC PEEPS & 5RANDOM

Watch the live broadcast on our official Facebook and TikTok pages of Infinix Malaysia and Honor of Kings!
Join the Infinix Malaysia community group to stay updated here: https://www.facebook.com/share/g/17mY86zw4S/

#InfinixMalaysia #InfinixEsportsTournamentS3 #KingsOfCampus #HOK2024 #HonorOfKings #HOKBoleh #GT20Pro #outplaytherest",0
"🔥 Attention Gamers! 🔥

We're back for an epic Valorant Scrimmage! 🎮✨

Calling all sharpshooters and strategists at MMU to join us for a thrilling challenge of tactical gameplay and fierce competition. Test your skills, meet fellow Valorant enthusiasts, and show off your best plays!

📅 Date: 25th-27th October 2024
🎉Registration Closing Date: 24th October
📍 Venue: MMU eSports Discord Server

Grab your squad or come solo and get matched up with other players. Whether you’re a seasoned pro or a rookie, all skill levels are welcome.

Sign up now and secure your spot! 🎯💥

#ValorantScrim #MMUeSports #GetYourGameOn",1
"🕹️🇲🇾August 2024 GDC Welcoming Party Highlights🎮📷

The GDC🎮 had hosted a welcoming party on the 30th of August to celebrate the start of the semester🎊. We were fortunate that so many people managed to come out and help give life to the event🎉. But now that the semester has come to a close, let's take a trip down memory lane to that time,⌚

A big thank you to the @mmuesports for helping us with the event☺️. But we should also not forget about the people who truly made the night special, our attendees❤️

Stay tuned for our next posts💫",0
"🎮 Attention Gamers! 🎮

Get ready to level up your gaming experience at our upcoming LAN Party hosted by MMU eSports Club!!

📅 Date: 15th May 2024
🕒 Time: 6.45 p.m. - 11.00 p.m
🏟 Venue: FOM CRCR 1002 & 1003

Join us for an electrifying day filled with intense gaming and friendly competition! Whether you're a seasoned pro or just starting out, there's something for everyone at our LAN Party.

🎉 What to Expect:

Non-stop gaming action with your favourite titles
Networking opportunities with fellow gamers
Fun activities and challenges throughout the event
Refreshments [ while stock last's ]
Don't miss out on the ultimate gaming extravaganza! Grab your gear, rally your squad, and let's make this LAN Party one for the books.

Stay tuned for more updates and announcements. Get ready to game on!

See you there!",1
"🎉Congrats to Our New Netbees MMU High Committee! 🏐🐝

We’re thrilled to announce the selected student IDs as our High Committee for this term! 🚀

📌 Student IDs:
🔹 243UC245WU
🔹 242DG241P1
🔹 242FG2434G
🔹 1211304465
🔹 242UC244FU
🔹 1211112316
🔹 1231303179
🔹 243UG245ZA
🔹 242FG242X0
🔹 251UM2505K
🔹 1231303648
🔹 1214022849

Congratulations! 🎊 Your passion and leadership have earned you this spot, so let’s make this season unforgettable! 💪🔥

To those who weren’t selected this time, don’t give up! 🌟 There will be more opportunities in the future as we’ll be opening applications for upcoming events and roles. Keep pushing forward, stay involved, and continue to grow in your netball journey!🥳✨️

📢 Let’s meet again at our events this year! Stay tuned for more updates! 📢

#NetbeesMMU #Hicom2025 #NetballCyberjaya",0
"2024 year was an incredible year which packed with thrilling adventures and achievements for our club.

We kicked off with the Mini Penang Dragonboat Race, showcasing teamwork and determination. Our hiking trip brought us closer to nature and each other, while the Melaka and Putrajaya Dragonboat Races highlighted our competitive spirit. At the Penang International Dragonboat Race, we proudly represented our club on an international stage. We also excelled in the Terengganu and Penang Indoor Rowing Races, pushing our limits on and off the water.

Beyond water sports, we completed the Seremban Half Marathon, celebrating endurance and unity.

Finally, we marked our club’s 15th Anniversary Dinner with joy and gratitude, reflecting on a year of camaraderie and growth.

Here's to more milestones ahead! 🐲🔥",0
"🌊 MMU Watersports Club Weekly Training Schedule

Never stop paddling!
Our training sessions are designed to help us grow stronger, faster, and closer as a team.

🎉 For just RM 8, you can start your watersports journey with us!

🏋🏻‍♀️ Gym
🔥 Physical Training
🚣🏻 Water Training

🚫 No training on Thursdays – rest and recharge!

Attendance is compulsory for the race team, so let’s give 110%!

📍Register now via the link in our bio!

Let’s paddle hard, dream big, and stay unstoppable! 🔥

#mmuwatersports #mmudragonboat #mmudragonboatteam",0
"【Clubs and Societies Registration Week】

“Ready to paddle, row, and race?” 🌊🏁

Come visit our booth! Join Watersports Club during our registration week!

Dragon Boat, Kayak, and Indoor Rowing—there’s something for every water sport lover! 🚣‍♀️🌟

📍 Venue: CLC Concourse
📅 Date: 20-21 November 2024
🕐 Time: 10am - 6pm

See you all at CLC Concourse!! 🔥

#mmuwatersports #mmudragonboat",1
"🏅🏆 Selangor Indoor Rowing Championship 2024 🏆🏅

What an incredible experience at Padang Laman Seni Safari in Klang! Congrats to @rouyeun_165 on becoming the champion in the U23 Girls Open 500m and 2000m categories. Your hardwork and dedication have paid off, and we're incredibly proud of your achievement! 💪🔥
#IndoorRowing #Championships #WatersportsClub #SelangorRowing #Klang2024",0
"🎉 Exciting News for All Students! 🎉

We’re thrilled to announce that student registration is now open for the Watersports Club’s 15th Anniversary Dinner! 🌊✨

📅 Event Details:

Date: 27 July 2024 (Saturday)
Venue: MMU Main Hall (Dinner), MMU Main Field (Game Session)
Fees:
RM50.00 (Members)
RM60.00 (Non-members)
Includes game session, buffet dinner, and live performances!

Note: Pre-order for merchandise has closed, but you can still purchase it during the dinner! 🎽

📢 Register Now! Scan the QR code to secure your spot for an unforgettable evening filled with fun, food, and fantastic performances!

Don’t miss out on this amazing celebration – register today and be part of our milestone anniversary! 🎊
44w",1
"Attention all Watersports Club Alumni!

📌Mark your calendar for our 15th Anniversary Dinner

We are thrilled to invite you to celebrate 15th Anniversary Dinner of the Watersports Club 🥳

Alumni will have priority registration for the dinner.Please keep an eye out for the registration announcement to secure your spot.

To commemorate our 15th anniversary, we are offering exclusive merchandise, which is a 15th anniversary dinner t-shirt. 👕Pre-order your merchandise now and be among the first to sport our anniversary gear!

Pre-order deadline: June 30th

Student Registration Opens Soon.
Stay tuned for the announcement of student registration for the dinner.We encourage all alumni to register early as spaces are limited.

We look forward to celebrating with you!🎊",1
"Dari para pelakon yang menghidupkan watak, penari yang memukau dengan gerak tari, hingga kru protokol yang memastikan segalanya berjalan lancar—ini adalah hasil usaha dan dedikasi setiap insan di hadapan tabir TAKE 13 : Sorak Sorai dan sebaliknya!

Ahli Jawatankuasa Protokol
💫 Najah Alyaa
💫 Nur Emilia Athifa
💫 Fatin Iffah Zafirah
💫 Aisya Yasmeen
💫 Muhammad Zharif Imran Bin Ehsham

Pelakon
💫 Danish Arrayyan sebagai Andika
💫 Intan Nursyuhada sebagai Zulaikha
💫 Zalia Queshaira sebagai Alia
💫 Muhammad Adham sebagai Tok Mahjid
💫 Hilyah Amirah sebagai Nek Teh
💫 Aliya Sophia sebagai Cik Bunga
💫 Eyismal Ieazlean sebagai Kera
💫 Nor Athirah sebagai Bawang Puteh
💫 Izzah Harissa sebagai Bawang Merah
💫 Raissa Qrisha sebagai Kupu-kupu 1
💫 Amira Sofia sebagai Kupu-kupu 2
💫 Haafizah sebagai Kupu-kupu 3
💫 Atiqah Azzahra sebagai Bujang Radin
💫 Ahmad Safwan sebagai Bujang Udin
💫 Najmi Firdaus sebagai Bujang Senang
💫 Aiman Haziq sebagai Raja Malam
💫 Nabil Haqim sebagai Penglipurlara

Penari
💫 Syed Fakhrul Shah
💫 Khairyna Sufia
💫 Naseem Zahar
💫 Nabiel
💫 Damia Sari
💫 Nur Alya Darwisyah
💫 Siti Nurlaila Insyirah
💫 Zarith Aleya Maryam
💫 Siti Arwen Arissa
💫 Nur Sakinah Batrisyia
💫 Kellyn Tan Shui Chin
💫 Siti Zulfa Husna
💫 Nur Erina Saffiyah

#TAKE13 #TAMU #theatre #musicaltheatre",0
"Di balik tabir pementasan TAKE 13 : Sorak Sorai, hadirnya jiwa yang bertungkus-lumus menghidupkan setiap detik di pentas. Tanpa mereka, tiada sorak, tiada sorai! ✨

Ahli Jawatankuasa Tertinggi
💫 Puteri Nur Adleen
💫 Tan Hooi Well
💫 Evon Ho Yee Mun
💫 Hana Hasni
💫 Hilyah Amirah

#TAKE13 #TAMU #theatre #musicaltheatre",0
"Di balik tabir pementasan TAKE 13 : Sorak Sorai, hadirnya jiwa yang bertungkus-lumus menghidupkan setiap detik di pentas. Tanpa mereka, tiada sorak, tiada sorai! ✨

Ahli Jawatankuasa Set dan Prop
💫 Farah Lyana
💫 Nisa Nabilah
💫 Nurrul Hana
💫 Enath Jameela
💫 Everest
💫 Lina Nadhirah
💫 Wafa Wirdani
💫 Sara Irdina
💫 Jafnie Adlena
💫 Ummu Maisarah
💫 Nur Syahira Rifqah
💫 Nazatul Safiah
💫 Caiyeesa Hanim
💫 Kuntida Changchit
💫 Thiraphat Navichit
💫 Abdallah Bashar
💫 Naufal Hadi
💫 Arif Mukhriz
💫 Abraham Yoji
💫 Faris Asyraaf
💫 Hadiff Mustaqim

#TAKE13 #TAMU #theatre #musicaltheatre",0
"Sorak Sorai, sebuah cerita dimana realiti bertemu fantasi, dihidupkan disebuah pentas.

JOM RAMAI RAMAI! Saksikan pementasan teater kami yang akan berlangsung tidak lama lagi 🎭

🗓️ Bila? : 3 atau 4 Januari, 2025.
📍 Dekat mana? : Dewan Tun Canselor, Multimedia Universiti, Cyberjaya.
🎟️ Macam mana nak beli tiket? : Link di bio kami.

Jumpa anda di sana! 🪄",1
"Tinggal 6 hari sahaja lagi sebelum Sorak Sorai membuka tirainya! 🎭 Jangan lepaskan peluang untuk menyaksikan malam penuh keajaiban ini!

🗓️ Tarikh: 3 atau 4 Januari, 2025.
📍 Tempat: Dewan Tun Canselor, Multimedia Universiti, Cyberjaya.
🎟️ Pembelian Tiket: Link di bio kami. ",1
"ATTENTION EVERYONE! 📢

Discounted tickets for Sorak Sorai are now available! Use our limited promo codes to grab your tickets at a special price 🎟️ Siapa cepat, dia dapat!

Secure your tickets now before the promo codes run out! Scan the QR code or click the link in our bio 🎭",0
"“Di sebuah negeri tersembunyi, antara tirai ruang dan waktu, dibawa bayu yang menyanyi merdu, kabut magis membuka pintu, kepada hati yang tak menyatu... KEMARILAH.”

3 HARI LAGI ⏳

Pembelian tiket masih lagi dibuka! Gunakan voucher kami T13_SORAK untuk dapatkan RM5 off. Jumpa anda di sana 🎭",0
"📢 CALLING ALL MMU STUDENTS 📢

🚀 Join us for an exclusive Industrial Visit to MICPA x CA ANZ! 🌟

📅 Date: 9th January 2025
🍴 Perk: Lunch provided!
🎟️ Fee: Only RM 5
🪑 Limited slots – secure yours now!

Gain industry insights, network with professionals, and take your first step towards an exciting career in accounting. Don’t miss out! 🔑

📌 Register now to lock in your spot!",1
"💪 Ready to transform your fitness game? Join us for Muscle Up, the ultimate live event on 30th November 2024! 🚀

Learn muscle-building secrets from a top fitness pro, engage in a live Q&A, and take on our 7-Day Muscle Up Challenge to win protein powder! 🏋️‍♂️

📅 Date: 30th November 2024
🕒 Time: 9:00 PM - 10:30 PM
💰 Fee: RM 2 to join the challenge

Don’t miss out on this ultimate fitness experience! Get inspired, stay motivated, and let’s Muscle Up together! 🔥

Fill up the form and register with us now!!📝
https://forms.office.com/Pages/ResponsePage.aspx?id=z18LfsQS_06WtkZk8l3H2gVGz2gUK2dOuxOZzqV9Q41UNkpBSVRKQTg1N1VWMzg2QUpQUzFXRlo5Qy4u",1
"🚨 Join Our Team! 🚨
We’re looking for passionate and creative individuals to be part of our Executive Committee and Media Team! 💼✨
Gain leadership experience, showcase your skills, and make unforgettable memories.
📌 Apply now and be the driving force behind our success!",0
"Elevate Your Accounting Career with MICPA x CA ANZ.



Ready to take the next big step in your accounting journey? Join us for an exclusive Information Session Webinar and discover how The MICPA x CA ANZ Qualifying Programme can transform your future.

In this session, you'll:

Explore the structure and benefits of our programme
Understand the application process and available support
Discover how this programme can unlock global opportunities


Multiple sessions available.



Please register here: https://micpacaanz.com/information-session-form/",0
"Ready to elevate your accounting career 🎉?
Join us on September 18th for an insightful Virtual Info Talk Session titled 'Become a Tech-Savvy Professional Accountant!'

Explore the essential technologies transforming the accounting field and learn how to integrate these tools into your professional practice. 📑

Connect with industry experts and discover strategies to stay ahead in this evolving landscape. Don’t miss this opportunity to enhance your skills and boost your career potential. See you on Teams! 👋🏻

Date 📅: 18th September 2024
Time 🕗: 7.45p.m - 8.30p.m
Mode 🏠: Virtual (via Teams)

Link to register:
https://docs.google.com/forms/d/e/1FAIpQLScJFD_tTxfUAKTBVrReyRtxJ30Z8AX0JFysBV3_OQ24EU-hWA/viewform?usp=sf_link

#cacmmu #virtualtalk #mmumalaysia #mmu #accounting",1
"Had an amazing time at the Future Leadership Bootcamp! The day kicked off with a high-energy haka war dance led by MS Kuan, our fantastic sponsor, breaking the ice and boosting team spirit. We then dove into a powerful workshop with Ts Lee Chin Hong, who shared invaluable tips for mastering presentations. It was a perfect blend of culture, learning, and networking. Can’t wait to put these new skills into practice! #FutureLeadershipBootcamp #HakaDance #PresentationSkills”",0
"Come meet us at Dewan Tun Chancellor (DTC) Right Upper Hall at Future Leaders Bootcamp tomorrow for the first session! 💕

Looking forward to meeting all of y'all there!

#leadership #softskills #mmucyberjaya #accountingclub",0
"Innalillahi wa inna ilayhi raji’un 🤲🏻
With heartfelt sorrow, we mourn the passing of Malaysia’s 5th Prime Minister, Tun Abdullah Ahmad Badawi, who left us today, 14 April 2025, at the National Heart Institute, Kuala Lumpur. A leader known for his humility, integrity, and dedication to national unity. His contributions to the nation will always be remembered. May his soul rest in eternal peace. Al-Fatihah.

#MMUisYou #sccmmucyber #MMUMalaysia

“Striving for Community Cohesion”

Regards,
Students College Committee
Multimedia University (Cyberjaya)",0
"📣 *Students’ College Committee Applications - Term 2025* 🌟

Passionate about shaping college life and making an impact? Join the *Students’ College Committee (SCC)* and be the change!

🚀 *Why Join?*
- Lead events and projects
- Build connections & community
- Develop leadership & teamwork skills
- Leave your mark on campus life

📝 *Eligibility*:
- Hostel resident for Term 2025
- Min. 2.50 CGPA

📅 *Key Dates*:
- Application Deadline: *27 Dec 2024*
- Interviews: *30 & 31 Dec 2024*

📌 *Apply Now*: https://forms.gle/Q1gkpzVQ8pJkyfdd9

Follow us @sccmmu_cyber for updates or email us at *scccyberjaya@mmu.edu.my*.

_”Striving for Community Cohesion”_

Best regards,
*Students’ College Committee*
Multimedia University (Cyberjaya Campus)",1
"✨ Hello everyone! ✨

Are you ready to take your finance & investment knowledge to the next level? 📈🏦
Join BYIC MMU for an exclusive Industrial Visit to Bank Islam Malaysia! 🚀💰

📅 Date: 9 April 2025 (Wednesday)
⏰ Time: 8:00 AM - 2:00 PM
📍 Venue: Bank Islam Malaysia Headquarters
💰 Fee: RM2 (BYIC members) | RM3 (Non-members)
🍽 *FREE Lunch Provided!*

🔥 Why Join? 🔥
✅ Gain exclusive insights into investment & fixed income portfolios 📊
✅ Resume Clinic – Get expert career advice 📄
✅ Network with finance professionals & industry experts 🤝
✅ Limited Slots! First come, first served! ⏳

🚍 Transportation provided!

🔗 Registration link:
https://qrfy.io/qRjbRezLlV

Don’t miss out – this is your chance to learn & grow in the investment world! 🚀✨

💬 Have questions? Reach out to us:
📞 Yi Zhen (Event Director): +60182384568
📞 Hema (Assistant Director): +60126317548

#byicmmu #srcmmucyber #mmumalaysia #mmucyberjaya #bankislam",1
"🌟 Think Rich, Play Smart 🌟
Are you ready to level up your financial knowledge? 💸
Join us on 9th January 2025 (Thursday) for an insightful session by Bursa Young Investor Club (BYIC)!

🗓 Date: 9th January 2025
🕓 Time: 4:00 PM – 6:00 PM (2 hours)
📍 Venue: FOE CLCR3045, Multimedia University Cyberjaya

✨ In collaboration with LFP Solution Consultancy

Don’t miss out on this amazing opportunity to grow your financial skills and network with like-minded individuals! 📈
📲 Scan the QR code to register or click the link in our bio! https://forms.gle/zQCL9QagTmEPN3799

#ThinkRichPlaySmart #BYICMMU #FinancialLiteracy #MMUCyberjaya #BYIC",1
"🌟 Learn, Invest, and Win! 🌟
Join us for “Equip Investing Skills with 0 Costs” and unlock your potential in the world of investing! 📈

📚 What you’ll learn:
1️⃣ How to participate in the Real-time Paper Trading Competition
2️⃣ Steps to perform paper trading
3️⃣ Key investment skills
4️⃣ How to analyze company performance and make evaluations
5️⃣ Exclusive Q&A session

✨ Bonus: Get hands-on guidance to sign up for a Moomoo account!

🗓️ Date: 23/12/24
⏰ Time: 8PM - 10PM
💻 Mode: Webinar

🎁 Special Perks:
• RM 10 cashback for registered participants!
• Open your Moomoo account during the session!

📌 Secure your spot now: https://forms.gle/X9rTX3kwvfysqp578

Don’t miss this opportunity to grow your financial knowledge and start your investing journey with confidence! 🚀",1
"🌟Ready to Dive into the World of Stock Trading Together with Finworld?🌟

Step into the exciting world of investments with ""Introduction to Stock Trading"" by Finworld — a trusted name in stock market software and analysis tool. Whether you're a beginner or just curious, this session will equip you with the basics to kickstart your investment journey. Don't miss out!🚀✨

💡 What’s in it for you?
✅ Learn the basics of stock trading
✅ Candle Sticks Pattern Analysis
✅ Exclusive Knowledge given by CEO & COO OF Finworld
✅ Network with like-minded individuals

Event Details:
📆 Date: 5th December 2024 (Thursday)
⏰ Time: 2:00 PM - 4:00 PM
📍 Venue: FOM Finworld Lab AR1001
📱 Mode: Physical

💬 Have questions? Reach out to us:
📞 Benjamin (Event Director): +601118806892
📞 Rui Si (Assistant Director): +601136405057
📞 Chia (Secretary): +60125352132

Registration Link:
https://forms.gle/qLfgtqNFPcrrXgjY8",1
"HERE ARE THE RECAP FROM OCBC EVENTS!!
‘Unlocking Investing Knowledge’ event by OCBC and BYIC! Learned so much about the fundamentals of investing, explored real-world case studies, and gained insights into Islamic finance. Feeling more confident about making informed financial decisions. Big thanks to speakers for such a valuable session! #OCBC #BYIC #InvestSmart #IslamicFinance #FinancialGrowth #mmucyberjaya #byic",0
"🎉 Get ready for NOIZUCON 2024! 🎉
Join us from 13-15 September at Dewan Tun Canselor (DTC), MMU, for 3 days of excitement!

⏰ 10 AM - 6 PM

🚨 Don’t miss out on claiming your Buddy Pass! Scan the code and grab yours now.

Disclaimer for (Student only)

Let’s make some noise at #Noizucon2024! 🔥

#MMU #BYIC #InvestSmart #SellAndBuy #MMUStudents #Entrepreneurs #Noizucon",1
"Welcome to @Mejacon 2024, featuring board games, trading card games, roleplaying games, and more; from international and local publishers.

Our doors are open from 11am till 9pm, on all three days.

Fellow gamers; join us for an awesome, long weekend of tabletop gaming! Gamers' weekend.
—
MejaCon 2024
🗓️ Fri, Sat, Sun Sept 13-15, 2024
📍 MMU Cyberjaya,
Multi-Purpose Hall (MPH)

🎫 Tickets via https://R.no1.com.my
---
#Malaysian #tabletop #boardgames #miniatures #RPG #TCG #gamer #geek #family #Malaysia #Cyberjaya #kakitabletop #wargaming #roleplayinggame #tradingcardgame #game #geekculture #RPGMY #TCGMY",1
"Roll for initiative, play Dungeons & Dragons with us! Featuring talented Game Masters who'll also be hosting various international, indie, local, Malaysian RPGs hosted by Game Masters from @mmu.dice & @nightshade_tavern_dnd 11am-7pm @ Sept 13-15, at Mejacon 2024. Bookings are First-come-first-served.

Fellow gamers; join us for an awesome, long weekend of tabletop gaming! Gamers' weekend.
—
MejaCon 2024
🗓️ Fri, Sat, Sun Sept 13-15, 2024
📍 MMU Cyberjaya,
Multi-Purpose Hall (MPH)

🎫 Tickets via https://R.no1.com.my
#Malaysian #tabletop #RPG #gamer #geek #family #Malaysia #Cyberjaya #kakitabletop #roleplayinggame #game #geekculture #RPGMY",1
"""An ancient temple to Goddess Ehryna is in the Arkdunes. We need adventurers to protect it while we research."" - Archeologist Gillian

Join GM Tai Jern for a game of Dungeons & Dragons this Sunday.

Temple Run, is one of many tabletop RPG sessions hosted by Game Masters from @mmu.dice & @nightshade_tavern_dnd 11am-7pm @ Sept 13-15, at Mejacon 2024. Bookings are First-come-first-served.
—
MejaCon 2024
🗓️ Fri, Sat, Sun Sept 13-15, 2024
📍 MMU Cyberjaya,
Multi-Purpose Hall (MPH)

🎫 Tickets via https://R.no1.com.my
#Malaysian #tabletop #RPG #gamer #geek #family #Malaysia #Cyberjaya #kakitabletop #roleplayinggame #game #geekculture #RPGMY",1
"Meet the Creative Team behind the scenes! We’re ready to bring stories to life and make this term unforgettable. Stay tuned, big things are coming your way! 🎨📸

#writeyourownstorywithcommsoc
#yourstorybeginshere
#commsoc",0
"✨ WE WANT YOU! ✨

Ready to take the lead or be part of something BIG? Join us as we create, connect, and make a difference! 💡 From strategic roles to creative crews, there’s a place for everyone.

📌 Positions Available:
👉 Vice President
👉 Secretary & Assistant Secretary
👉 Treasurer
👉 Creative Team Leader/Crew
👉 Initiators Team Leader/Crew
👉 Commonalities Team Leader/Crew

📲 Scan the QR code or click the link in bio to learn more and apply today!

Let’s make this year unforgettable together!",0
"🕌 *MUTTAQIN CAMP* 🕌

Penat dengan rutin harian yang sama ? Ingin memanfaatkan hujung minggu anda? Jom sertai kami di *Muttaqin Camp*, sebuah retreat selama tiga hari di Melaka, di mana anda dapat berkenalan dengan rakan baharu serta mencipta memori yang tidak dapat dilupakan!

Hayati ceramah-ceramah penuh ilmu dari penceramah yang dijemput bagi mengukuhkan lagi kefahaman anda dalam prinsip utama Islam.

Bukan itu sahaja— terdapat aktiviti menarik yang disediakan setelah selesai setiap sesi supaya pengalaman anda kekal seronok !

📆 *Tarikh:* 25 – 27 April 2025
🕌 *Tempat:* Maahad Ar-Rahmah, Ayer Molek, Melaka
💰 *Yuran:* RM 20 (Ahli IU) | RM 25 (Bukan Ahli IU)

Makanan dan pengangkutan disediakan sepenuhnya! 🚎🍽️

🔗 Daftar sekarang di: https://shorturl.at/Kz7qq",1
"📅 Kalendar Puasa: April 2025 | Syawal 1447 H

Assalamualaikum semua! Berikut adalah tarikh-tarikh untuk melaksanakan ibadah puasa sunat sepanjang bulan Syawal 🤗

🌼 Puasa Sunat Isnin: 7,21,28 April
🌼 Puasa Sunat Khamis: 3,10,17,24 April
🌼 Puasa Hari Putih: 12,13,14 April

🌸Daripada Abu Ayyub al-Ansari RA, Rasulullah SAW bersabda:

مَنْ صَامَ رَمَضَانَ ثُمَّ أَتْبَعَهُ سِتًّا مِنْ شَوَّالٍ كَانَ كَصِيَامِ الدَّهْرِ

Maksudnya: Sesiapa yang berpuasa pada bulan Ramadan kemudian diikuti dengan enam hari pada bulan Syawal, ianya bersamaan dengan berpuasa sepanjang tahun.

Riwayat Muslim (1164)

Marilah kita memperbanyakkan berpuasa sunat dan semoga amal ibadah kita diterima oleh Allah SWT.

#IUCyber #UpholdingTheFamilyHood #wesharebecausewecare #selamatharirayaaidilfitrimaafzahirbatin",1
"PENGAMBILAN TANZIM IU

Assalamualaikum semua, Institusi Usrah akan mengadakan temu duga bagi pengambilan Tanzim untuk sesi 2024/2025.

🔹Tarikh Tutup: 17/4/2025 (Khamis)
🔹 Tarikh interview: 20/4/2025 (Ahad)
🔹Masa: 9.00PM-11.30PM
🔹Tempat: Surau Al-Hidayah

Kelebihan sebagai Tanzim:
👨🏻‍🎓 Pendedahan pengurusan berorganisasi
👨🏻‍🎓 Melatih soft skill dan profesionalisme diri untuk alam kerjaya
👨🏻‍🎓 Membantu penyebaran dakwah secara langsung di MMU

Ayuh sertai kami sekarang!
Anda boleh mengisi borang ini untuk menyertai sesi temu duga kami👇
https://forms.gle/6uGzAMdNfbnaHakR6

Tarikh tutup pengambilan: 17/4/2025 (Khamis)

Sebarang pertanyaan boleh hubungi:
Nurin (011 10869760)
Nufayl (011 1000 8858)",1
"We are pleased to announce that Usrah Institution (IU) will be organizing the Tadarus Al-Quran Ramadan for the 2025M/1446H session 🌙

This program will take place throughout the month of Ramadan and will be held online💡Please complete your information in the registration form below.

Date: Every day throughout the month of Ramadan
Place: Online
Time: 2 pm
*Time may change depending on discussions between the respective group members

Note :
The success and smoothness of this tadarus depends on the presence and cooperation of the participants. Please make sure to follow the Tadarus schedule given later on with full responsibilities.

If you have any questions, do not hesitate to contact us.📞
Muslimin: 011-37630499 (Hariez)
Muslimat: 017-6279380 (Huda)",1
"At last, Ramadan is finally here ! 🌙✨ Ramadan is a time of reflection, self-discipline, and strengthening our connection with Allah. It’s a month of trials, where we challenge our nafs and purify our hearts through patience, prayer, and good deeds. Let's make use of this holy month to become the better version of ourselves. 🤍

يَا أَيُّهَا الَّذِينَ آمَنُوا كُتِبَ عَلَيْكُمُ الصِّيَامُ كَمَا كُتِبَ عَلَى الَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ

“O you who have believed, fasting has been prescribed upon you as it was prescribed upon those before you that you may attain taqwa (piety).” (Surah Al-Baqarah 2:183)

May this Ramadan bring us closer to Allah and fill our lives with endless blessings. 💖
Salam Ramadan Kareem.",0
