alt,caption,dimensionsHeight,dimensionsWidth,displayUrl,locationId,location Name,owner Full Name,owner Username,timestamp
"Photo shared by Once Upon a Stage on May 08, 2025 tagging @tamucyb, @rentakmmu, @ebeevocals, and @shsommu. May be an illustration of ‎owl, poster and ‎text that says '‎MMU UNIVERSIT MULTIMEDIAUNIVERSIT NIVER สร่าย Once OueeUpon Upon لأمر A Sitage arly ird 1stJune20257.30pmt011pm 1st June 2025 30pm to 11pm Dewan Tun Canse DewanTunCanselor, lor, Multimedia University (), Cyberjaya TMGROUP TM GROUP‎'‎‎.","A lil birdie told me... Belle’s booked her seat, and darling🌹You won’t want to miss this tale as old as time📜

Details on the tickets 🎫:
Early Bird - RM 30 (𝐒𝐎𝐋𝐃 𝐎𝐔𝐓)
Standard - RM 35 
Bundle (10 tickets) - RM 32/pax

✨and it's 𝐅𝐑𝐄𝐄 𝐒𝐄𝐀𝐓𝐈𝐍𝐆 for the show🪄

Grab your tickets NOW to know the full story on this fairytale🧚🏻

*prices shown are excluding RM2 ticketing processing fee*

#onceuponastage #performingarts #mmu",1350,1080,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/496635489_1222859835902909_3273344423637116250_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFNnwUUcPLGMmf9LIDo-o4EKTuS-WkI-SVST95WwhdXghlVaB_rICWDkdA5BYN8wROXeNV1vR7wEfdaMBfd7bXa&_nc_ohc=hTuTXTmo_78Q7kNvwGoEN62&_nc_gid=f1eomLPOnPTZLYMwJCbnUQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJDtdljI8iQWxDAHUk6yRjqrltIN-fb_5R2hHIgExaOEA&oe=68273F35&_nc_sid=10d13b,234736513,MMU Cyberjaya,Once Upon a Stage,onceuponastage.official,2025-05-08T08:02:50.000Z
"Photo shared by Once Upon a Stage on April 28, 2025 tagging @tamucyb, @rentakmmu, @ebeevocals, and @shsommu. May be a cartoon of poster and text that says 'OMMU MULTIMEDIAUNIVERSITY UNIVERSITY MULTIMEDIAL ตาว Once nUpon nce pon Stage Where Dreams Came rиe 4иe 4e 綠之刺 TM TMGROU GROUP'.","✨ 𝐎𝐧𝐜𝐞 𝐔𝐩𝐨𝐧 𝐀 𝐒𝐭𝐚𝐠𝐞: 𝐖𝐡𝐞𝐫𝐞 𝐃𝐫𝐞𝐚𝐦𝐬 𝐂𝐨𝐦𝐞 𝐓𝐫𝐮𝐞 ✨

Get ready to embrace the magic with us! 🌟

📅 Date: 𝟭𝘀𝘁 𝗝𝘂𝗻𝗲 𝟮𝟬𝟮𝟱 (𝗦𝘂𝗻𝗱𝗮𝘆)
🕖 Time: 𝟳:𝟯𝟬 𝗣𝗠 – 𝟭𝟭:𝟬𝟬 𝗣𝗠
📍 Venue: 𝗗𝗲𝘄𝗮𝗻 𝗧𝘂𝗻 𝗖𝗮𝗻𝘀𝗲𝗹𝗼𝗿, 𝗠𝘂𝗹𝘁𝗶𝗺𝗲𝗱𝗶𝗮 𝗨𝗻𝗶𝘃𝗲𝗿𝘀𝗶𝘁𝘆 (𝗠𝗠𝗨) 𝗖𝘆𝗯𝗲𝗿𝗷𝗮𝘆𝗮

An enchanting night awaits — don’t miss it! 🌟🏰 

#onceuponastage #mmu #embracethemagic #performingarts",1350,1080,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/494082000_1326562111772782_3916393774772465831_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEr-Go-m1DgKbPsJ1WTmQrVZt_n3o1l7P2MgoMtDtYS2Jirlov0abFVi-sDZ_RjF1U&_nc_ohc=3imwZPtjzPgQ7kNvwFNgu96&_nc_gid=pptSHvzLjGQ7wVF0vjAuKA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKcNQ_2k8myZVzsgTOdbXToK7oxht1wtAAfWmdQA-Hr3Q&oe=68276004&_nc_sid=10d13b,234736513,MMU Cyberjaya,Once Upon a Stage,onceuponastage.official,2025-04-28T08:45:25.000Z
,"Once upon a time, we dreamed of magical moments🪄...
And now, that dream might just come true✨

#OnceUponAStage #performingarts #magical",1137,640,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/490120783_17842036038470539_8189622640123299782_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QH0GCDZFAEzeJbEv_-QQ3PZHuPBa-KLEbK-v0exBFXKzBeM_G0e7i4r0gDEFZzXWnQ&_nc_ohc=ENllSYNWWvQQ7kNvwE4VZTe&_nc_gid=mrY4EPmhagwi4V3VW-cWVw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJHX-PGNo92FHTlZ03qX0Vs2E3GrzpYBvPmMpSe86mqyQ&oe=68276F75&_nc_sid=10d13b,234736513,MMU Cyberjaya,Once Upon a Stage,onceuponastage.official,2025-04-13T08:15:05.000Z
"Photo by eBee Vocals on March 29, 2025. May be an image of 6 people, clarinet, trumpet, flute, oboe, poster and text.",,1350,1080,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/487315410_17963581304883438_369967180654875802_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFupmwhbGmK1SwBCareVu-o1R-6mtV3O3-aQANdZCxLQYIs8QboRhVIFuHVPK4Oda_W9wm791QWgak3vzUdWYWo&_nc_ohc=Iz2M5YJ0GesQ7kNvwEsWUAG&_nc_gid=z4NpThWokOhCCeeXT5N5mg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfK0e2bPWXSydH_f3dKi6zHFtLZcJ8MeEkgIXmYlAescfA&oe=6827400A&_nc_sid=10d13b,,,eBee Vocals,ebeevocals,2025-03-29T15:47:07.000Z
"Photo by eBee Vocals on March 29, 2025. May be an image of 6 people, poster, concert and text that says 'bee VOca 2024 E'.","‼️‼️ What’s up everyone ‼️‼️ 

Let‘s dive into a flavor explosion with sizzling street eats, sweet treats, and authentic Asian cravings you won’t want to miss! 

🔥 SAVORY HITS: Ayam Goreng Kunyit, Char Kuey Teow, Ramen, Takoyaki, Burger! 
🍨 SWEET VIBES: Apam Balik, Mango Shake, Ice Cream, Waffles, Desserts Galore! 

📆 13th–15th MAY 2025 
⏰ 8AM–11:30PM
📍 CENTRAL LECTURE COMPLEX

WHY WAIT?! Grab your squad, empty your stomachs, and let’s EAT, CHILL, REPEAT 🥢🍜✨#engsoc",1350,1080,https://instagram.fslz12-1.fna.fbcdn.net/v/t51.2885-15/487062855_17963581139883438_2193507361727078406_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fslz12-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QFyLG7JK5XTpF3r0nmJWXat7ZytPotxWQdNJRYflD-QsuTdGlYSWYgDUNDlc1994Cw&_nc_ohc=yfgCyYRmhk0Q7kNvwFiXQCH&_nc_gid=SOjrS9sStFDhO7VwDNB4iQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIgRLiyYL5sbb_Z1gDST2LQdLg2tSzAxa5Wq8_rVfBlfQ&oe=68274260&_nc_sid=10d13b,,,eBee Vocals,ebeevocals,2025-03-29T15:46:48.000Z
"Photo by EngSoc MMU Cyberjaya on May 09, 2025. May be a graphic of chow mein, noodles, spaghetti and text.","‼️‼️What’s up Everyone ‼️‼️

We are beyond thrilled to announce regarding our bazaar for the upcoming week. From savoury street eats to sweet delights, explore a variety of authentic Asian dishes 🥘🍦🍴.

📆 13th–15th MAY 2025 
⏰ 8AM–11:30PM
📍 CENTRAL LECTURE COMPLEX

What are you guys waiting for!! Come join us !! 🎊🎊 #engsoc",1079,1080,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/496869808_18038404925630956_8340946445367083137_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHwZ6L4XNkXWgSmfS6Gn4GltUE_4khoX3uzHJaUw25gFGZm1M1kWZMZc-IKyNss6uU&_nc_ohc=XvXmcu-2H2AQ7kNvwHoxncn&_nc_gid=KYyNriDgxWOwmcvMwiJTJQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLdJxkoUl-bdFtz8rGcg6R7Y0fbVgTU3heAGkef2nm4ug&oe=68276CF0&_nc_sid=10d13b,,,EngSoc MMU Cyberjaya,engsoc_mmucyb,2025-05-10T06:02:58.000Z
"Photo by EngSoc MMU Cyberjaya on May 09, 2025. May be an image of poster, magazine and text that says 'Cybertron Baaar 小 地 Hurry up! a. Don't miss It FOOD BAZAAR. LOTS OF FUN 13-15 MAY 8AM 10.30PM FIND US INF FRONT OF TH HE SITI HASMAH DIGITALLIBRARY MMU CYBERJAYA'.","🌿 Throwback to the MUST Smart Farm Installation @ SMK Seri Permaisuri!
We brought smart farming to life—installing IoT systems, working with Arduino, and running hands-on STEM workshops for students! ⚙️🌱 It was all about real tech, real teamwork, and real impact.

🚀 Wanna be part of something awesome? Join the MMU Smart Technology Team (MUST) and unlock:
✨ Real-world tech exposure
🛠️ Hands-on skills (hardware, software & IoT!)
🤝 Leadership & teamwork experience
🌐 Mentorship & industry networking
📁 Portfolio & career boost

Let’s build the future—together!
#engsocmmu",1080,1080,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/496818136_18038404946630956_4988655395586464467_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHUvGqSjadBdhGMYbZCB6M91_3CK0siZJzFd4Qx4d3U0jkjQjYCWxjtYYfyCIUd3rA&_nc_ohc=MgA1P3xSJHUQ7kNvwHJP3Id&_nc_gid=yHZ7OfGkoxu0YnwPQRFhCg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLDBan1q2qGoW7p9oqOxCerYbc9f9_fzErqrMtf6QS_8A&oe=68273F7E&_nc_sid=10d13b,,,EngSoc MMU Cyberjaya,engsoc_mmucyb,2025-05-10T06:03:21.000Z
"Photo by EngSoc MMU Cyberjaya on April 17, 2025. May be a graphic of collard greens, poster, magazine, herb and text that says 'OMMU MUITIMEDI&UNIYERSITY NIVERSITY BENEFIT OF JOINING MUST Real-World Tech Exposure Skill Development Teamwork & Leadership Mentorship & Networking Portfolio & Career Boost LATESTPHOTOS LATEST'.","Cast your votes here: https://linktr.ee/D.I.C.E

🕰️ Community Vote Deadline: 30th April 2025

Forge Me is a character design competition hosted by DICE. After many weeks, 6 artists have submitted their work to gain a chance at winning prizes. 

The judges have casted their vote, but now it's up to the community. We'd love to hear from you. 

Take a look at the competitors' characters and stories. The winner will win the title of Community Favorite!",1080,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/491895384_18035945003630956_6986430086432031459_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEmSj_1TJtvJ1L6iEkIdmc-vzCL_qcGBUWJUm3xsRdVqexQ7A6le0lEjsdfGk-sZpfWf8sHHlR8sthbtBZcu9XS&_nc_ohc=nq9X-Ne_v7AQ7kNvwF0nuWU&_nc_gid=2INl0zAKFEUhfdrGcOinhQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJr3jWodLKnbNo0w89nz9V_dO8GsBsG_yItr3yUJ_DV3A&oe=68274199&_nc_sid=10d13b,,,EngSoc MMU Cyberjaya,engsoc_mmucyb,2025-04-17T13:07:36.000Z
"Photo by Dive Into Imagination for Creative Entertainment on April 23, 2025. May be an image of sword, scarecrow, axe, poster and text.","Earlier during the semester break, we announced ⁣⁣
𝐅𝐎𝐑𝐆𝐄 𝐌𝐄 𝟐𝟎𝟐𝟓⁣⁣
A character design and story writing competition! ⁣⁣⁣⁣
This year's theme is ⁣⁣
𝐃𝐈𝐒𝐓𝐎𝐑𝐓𝐄𝐃 𝐕𝐀𝐋𝐔𝐄𝐒⁣⁣
⁣⁣
⁣⁣-----------------------------------------------------------⁣⁣
The judges have evaluated each submission by a scoring rubrics consisting of: ⁣⁣
> Visual Representation⁣⁣
> Background/Story⁣⁣
> Design Cohesion⁣⁣
> Creativity/Originality⁣⁣
> Theme⁣⁣
⁣⁣
Congratulations to: ⁣⁣
⁣⁣⁣⁣
𝐅𝐎𝐑𝐆𝐄 𝐌𝐄 𝐂𝐎𝐌𝐏𝐄𝐓𝐈𝐓𝐈𝐎𝐍 𝐖𝐈𝐍𝐍𝐄𝐑𝐒⁣⁣⁣
🥇 1st Place, RM75 : RORIK VHALIS by Qirana Qassandra⁣⁣⁣⁣
🥈 2nd Place, RM50 : ALEPH-0 by Nurul Iman⁣⁣⁣⁣
🥉 3rd Place, RM25 : LEGOLIN by Putri Irdina⁣⁣⁣⁣
⁣⁣⁣⁣
-----------------------------------------------------------⁣⁣
Additionally, the judges have chosen their favourites. ⁣⁣
Allow us to announce the recipients of:⁣⁣
⁣⁣⁣⁣
𝐉𝐔𝐃𝐆𝐄'𝐒 𝐂𝐇𝐎𝐈𝐂𝐄 𝐀𝐖𝐀𝐑𝐃𝐒⁣⁣⁣
🎨 Best Artwork: RORIK VHALIS by Qirana Qassandra⁣⁣⁣⁣
📜 Best Storyline: RORIK VHALIS by Qirana Qassandra⁣⁣⁣⁣
⁣⁣⁣⁣
-----------------------------------------------------------⁣⁣
Let's not forget, the community has voted for their favourites. ⁣⁣
Congratulations to the recipients of:⁣⁣
⁣⁣
𝐂𝐎𝐌𝐌𝐔𝐍𝐈𝐓𝐘 𝐂𝐇𝐎𝐈𝐂𝐄 𝐀𝐖𝐀𝐑𝐃𝐒⁣⁣⁣
🎨 Best Artwork: RORIK VHALIS by Qirana Qassandra⁣⁣⁣⁣
📜 Best Storyline: LEGOLIN by Putri Irdina⁣⁣
⁣⁣
-----------------------------------------------------------⁣⁣
⁣⁣
Thank to all participants and our wonderful community, we hope to see you again next year.⁣⁣
For monetary prize winners, a committee member will be in touch with you shortly.",936,750,https://instagram.fagc3-1.fna.fbcdn.net/v/t51.2885-15/491444113_18074696932890946_981647721011173700_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc3-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QHWDDsaVXdCCeZZ5UC2wMZ-DLMuG_7t_ohrsuVhr_TnqCzOd6ElNr45-tlEokMfLFRm1JCBRXMAi_-iJPoUaS2l&_nc_ohc=3IOGnJKaEH0Q7kNvwHsWJTd&_nc_gid=Xh7iz7esbnqQcFEUHlqE_g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJBCrwGeIbFRwEO9LiWrQtW8yXHsx3SCfVMiVRWA3sAbQ&oe=682767E1&_nc_sid=10d13b,,,Dive Into Imagination for Creative Entertainment,mmu.dice,2025-04-24T06:27:45.000Z
"Photo by Dive Into Imagination for Creative Entertainment on May 01, 2025. May be an image of ‎poster and ‎text that says '‎WINNER ANNOUNCEMENT 2 داعما ら日 ห- y 定印 IPFNEN QIRANA NUR NURIMAN IMAN LEGOLIN 3 PUTRI FORGEME FORGE ME‎'‎‎.","Ready to grow your skills and make an impact?
Join the MMU Smart Farming Program (MUST) 2025 Committee and be part of an innovative team shaping the future of smart agriculture!

We’re recruiting for:
•	Hardware & Design Implementation
•	Software Development
•	Communications & Publicity
•	Secretarial Department

Why join?
✨ Real-world tech exposure
🛠️ Hands-on skills (hardware, software & IoT!)
🤝 Leadership & teamwork experience
🌐 Mentorship & industry networking
📁 Portfolio & career boost#
Deadline: 17 March 2025
Scan the QR code and join now!

Let’s build the future—together.
#engsocmmu",1080,1080,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/495366434_18075390493890946_6611081210155238749_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGgeFFpmq2Fa8hm44UCDgFo7HNCOnVf3vkNDrWjb_pdI7VGxyqkJmAhvqgHCZlnDFs&_nc_ohc=Me4_tKEHuMYQ7kNvwFuCwC2&_nc_gid=y0FwT8j1BTXn3UzB70mM0Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIYK7WdUs1Jt9iresJMpYj4pkHYVs_9vKS5q7esFe_Gfg&oe=68275C87&_nc_sid=10d13b,,,Dive Into Imagination for Creative Entertainment,mmu.dice,2025-05-02T01:54:36.000Z
"Photo by Dive Into Imagination for Creative Entertainment on April 23, 2025. May be pop art of poster and text.","第二十八届会员福利上线！
 
你以为一张会员卡只能收着？不，它能帮你省钱！

没错！只要你是2024/2025年度多媒体大学（赛城）华文学会会员，你手上的那张会员卡，现在正式变身成“隐藏版折扣神器”！

到指定店家消费时，只需—— 
1. 带着你自己 
2. 带着你的会员卡 
3. 带着想省钱的小心心 
出示会员卡，优惠立马送上！

从吃的喝的用的通通有，优惠不嫌多！ 
福利有效期限：14/4/2025 - 8/3/2026

还等什么？一张卡在手，好康全都有！ 
想知道更多店家详情？海报请你看上面！

如有任何疑问，请联系：
龚睛荔 011-60798623

Your CLSC Membership Just Got a Power-Up! 

Your card isn’t just for looks — it saves you money now!

Yes, you read that right! If you're a 2024/2025 member of the Chinese Language Society Multimedia University (Cyberjaya), your humble little membership card is now a discount weapon!

When you visit our partnered stores, just: 
1. Bring yourself 
2. Bring your card 
3. Bring that “let’s save some money” energy 
Flash your card and enjoy the perks like a pro!

Food, drinks, daily essentials — we’ve got it all! 
Benefit Validity: 14th April 2025 - 8th March 2026

So don’t leave your card gathering dust in your wallet. Use it, love it, and get rewarded! 
Curious about the deals? Check out the posters and stay tuned !

If any inquiries, please contact:
Keng Jing Li 011-60798623",936,750,https://instagram.frer1-1.fna.fbcdn.net/v/t51.2885-15/491440863_18074696977890946_2090309670766160444_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.frer1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QFJJwbwg_Hj7N0Ku-Fhzk7kmPUZ8Gz03Qav7DFC00AmQZbURxvfWouXMEgQDCvXk18&_nc_ohc=obq9XpefwE8Q7kNvwFnESi9&_nc_gid=PBzCerD6JS_lKP_kzuJzcQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLLT-k9Y1_SfvDqBjRwrAXjFK-RhdevjddUB2YZxUxx8A&oe=6827601D&_nc_sid=10d13b,,,Dive Into Imagination for Creative Entertainment,mmu.dice,2025-04-24T06:28:24.000Z
"Photo by Dive Into Imagination for Creative Entertainment on April 23, 2025. May be an image of poster, sword and text.","Come hang with us, Communication Society at MMU LAND S.E.E Day 🗺️ We’ll be there with games and a glimpse into what makes comms life so exciting ✨

Date: 26–27 April 2025
Time: 10AM – 4PM
Location: Starhub, FCM Building Level 3, MMU Cyberjaya

Whether you’re a student figuring things out or a parent exploring options 🤔we’ve got something for you. 🤫🫵🏼
See you there?

#writeyourstorywithcommsoc #yourstorybeginshere #commsoc",936,750,https://instagram.fsxr1-2.fna.fbcdn.net/v/t51.2885-15/491452384_18074696962890946_8501605243878771627_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsxr1-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF_3bArqDyBcDGymPbWKR8BloqtqsQg_dxt8u0NLHsffUDpoBBSaDhTw1oW-rsKm8c&_nc_ohc=pTKz4GY1A2gQ7kNvwEI8q7A&_nc_gid=9TNGq3ISL2vRjBOeF0OJrw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKYAE-ho2AzRd_nHPSCA3hP_DmNjgJBTlvNC67IIpveXA&oe=68274428&_nc_sid=10d13b,,,Dive Into Imagination for Creative Entertainment,mmu.dice,2025-04-24T06:28:08.000Z
"Photo by EngSoc MMU Cyberjaya on April 17, 2025. May be a graphic of vegetable, poster and text that says 'MMU SMART FARMING PROGRAM (MUST) COMMITTEE RECRUITMENT 2025 NOW RECRUITING DEADLINE: 7MAY POSITIONS AVAILABLE: Hardware and Design mplementation Department JOINNOW JOIN NOW ጀር Software Development Department Management Department: Communications Publicity Department Secretarial Department Visit Registration SCAN HERE FOR INQUIRES: ENGSUC . Yuna Team ead 9835582) Zing Lead, Software Leud Lead(o d(On-10579677 10578677) Leac OMMU MULTINEDIAUNIVERSITY'.","🪷 卫塞节快乐 🪷

卫塞节，又称佛诞日，是纪念佛陀诞生、成道与涅槃的重要日子。这是一个属于和平、觉悟与感恩的节日。在这庄严而祥和的日子里，让我们放下执念，行善积德，怀抱慈悲之心。🕊️

多媒体大学（赛城）华文学会谨祝愿大家——卫塞节快乐，愿你我皆得清净安宁，智慧常在。

🪷 Happy Vesak Day 🪷

Vesak Day marks the birth, enlightenment, and passing of Lord Buddha —a sacred occasion symbolizing peace, compassion, and spiritual awakening.On this meaningful day,let us embrace kindness, reflect inwardly, and practice goodwill. 🕯️

The Chinese Language Society of Multimedia University (Cyberjaya) sincerely wishes you a joyful and serene Vesak Day.May your heart be filled with light, wisdom, and tranquility.",1080,1080,https://instagram.fpos1-1.fna.fbcdn.net/v/t51.2885-15/491534720_18035944535630956_8815763584566769448_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fpos1-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGThp0vjjjSCTlRGLQTza-CYLr6ASaIg76F-seq4jpgQd92_EcNB6Lw-2sfyIj3NU4&_nc_ohc=sJF39gL3rWoQ7kNvwEAM4sd&_nc_gid=SGQLDZMLCn9krggCL4kp2Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfK12BV0N2Dta0IrTKO9OWPcLHtJny1LABzsC1ERZYcsxg&oe=68274F06&_nc_sid=10d13b,,,EngSoc MMU Cyberjaya,engsoc_mmucyb,2025-04-17T13:01:09.000Z
"Photo by 多媒体大学（赛城）华文学会 on April 13, 2025. May be an image of poster, newspaper, magazine and text.","Calling the FAC All Stars 🌟  Join us, Communication Society at the FAC Townhall Safe Space event❗️

Get your voice ready to speak up 🔊 about any issues and problems concerning the student life waiting for you.

This is a safe space for you to just talk to friendly faces ready to answer all your questions. 🗣️ 

Scan the QR code for RSVP !!

#writeyourstorywithcommsoc #yourstorybeginshere #commsoc",1350,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/490337078_18080944873673261_2212981282802293538_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEwWFNRHPhjCiP57rz_yen-ULXe1toTi5tp9bk7VUmrUee86aa66jlDMmA55NR-MXs&_nc_ohc=iS1WBY9xnPoQ7kNvwEd9Yog&_nc_gid=cFyssO305VOOLuZqisEjXg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI4SMId2UxGbSRRgPfOOmWcSJfcAcndkxrAAYbk_ORNcg&oe=682755A0&_nc_sid=10d13b,,,多媒体大学（赛城）华文学会,official_clsc_mmu,2025-04-14T00:33:03.000Z
"Photo by 多媒体大学（赛城）华文学会 on April 13, 2025. قد تكون صورة ‏‏‏بوستر‏، و‏كتاب‏‏ و‏تحتوي على النص '‏‎多媒休大学 賽城） 多媒体大学（養城）华文学会 华文学会 CHINESELANGUAGE CHINESE CHIEIRUBLU.LUE. UNIVERSITY (CYBERJAYA) 賽华 日报 第28） 8届会员福利来啦！ The 28th member benefits are here! No. No.140425/28 公历 零 二五年四月 ተማዜ (2025.04.1 星期 (MON) -:226 MBERSHI CARD LIEI UTI 第 금 28 28th 届 membershipo membe 卡 柴 手熊体大等落加 高加 NO: 0001 LGNGRO 注册或更新会员以 获得新一届会员卡 注意： 记科保管好自己的会员卡， 否则就元法享用会员福利。 」！ Note: Remember take care your membership card, otherwise you will ot able enjoy membership benefits! Register or renew membership to get new membership card ဆး၀ LEADER 资讯科技主力， 資讯科技主力，中华文化先鋒 中华文化先鋒 NFORMATION TECHNOLOGY PIONEER CHINESE CULTURE‎‏'‏‏.","We are calling for YOU to come and join us this Wednesday on the 30th of April 2025 for the FAC Townhall 🗣️

Pick up the call and step into the Safe Space to speak up about any of your concerns regarding the student life! ✨

Worry not! Your voices will be heard and question will be answered by friendly faces! 

#writeyourstorywithcommsoc #yourstorybeginshere #commsoc",1350,1080,https://instagram.fbey4-2.fna.fbcdn.net/v/t51.2885-15/490331734_18080944987673261_4409420880422802010_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fbey4-2.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QGxHQ3b0_kPLoKTtSFiKSQYDDMr0JYpNaredQfmZriIVrHd4F2fK_8yhldrZgJZTkk&_nc_ohc=mIibQeQ1LLEQ7kNvwE9z5-V&_nc_gid=NW4vOJMzEX3TqjJfoy7nOw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKts1zzLEKO8DP7sfu00T2tQF41G6EEhJIvoRyuozSIrQ&oe=682764DF&_nc_sid=10d13b,,,多媒体大学（赛城）华文学会,official_clsc_mmu,2025-04-14T00:33:39.000Z
"Photo by 多媒体大学（赛城）华文学会 on April 13, 2025. Pode ser um gráfico de ‎pôster, jornal e ‎texto que diz ""‎多媒休大学（赛城）半文学会 多螺体大学 赛城 华文学会 CHINESE LANGUAGE CHELISLNLUTTAT SOCIETY MULTIMEDIA UNIVERSITY (CYBERJAYA) 塞华 日报 第28届会员福利来啦！ The 28th member benefits are here! No. 140425/28 公历 零 五年四月 五年四月1-四H(2025.04.14） ተማዘ 四H（2025.04.14） 星期 (MON) r 1. 必须使用第28|会员卡才能获得 此福利 2.此福利有效日期为14/4/2025至 8/3/2026 会员 福利 3. .获取福利的方式为： .获取福利的方式为：在指定的店 在指定的店 家结账时向商家展示自己的会员 卡， 以证明为多媒体人学 （赛城） 华文学会会员， 便可获取此福利 4.由于需要展示会员卡， 在此提醒 大家记得保管好自己的会员卡， 否则就无法享用福利了哦！ لـ Member Benefits 坐 場 资讯科技主力，中华文化先鋒 资讯科技主力， 中华文化先鋒 LEADERO ESFELFEIEEEBT.F.R.RER OF INFORMATION TECHNOLOGY PIONEER CHINESE CULTURE‎""‎‎.","Catch the box before it hits you! 📦 Let’s come up with new ideas to improve our faculty! 🗣️

Join us at the FAC Townhall & RSVP now❗️

🗓️Date: 30th April 2025
📍Venue: CNMX 1005 
🕗Time: 8pm to 10pm

It’s a safe space for worries to be heard and questions to be answered! An open mind will ensure an open community within the faculty 🫵🏼✨ 

#writeyourstorywithcommsoc #yourstorybeginshere #commsoc",1350,1080,https://scontent-gru2-2.cdninstagram.com/v/t51.2885-15/491504980_18080945080673261_2044947649255207111_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QH7QQ8HShmzCcS56Gy1f3gplzCwL5_AZH1IpXnhBzJqBpWJsKLYUgYZ4KMFCg6Um5D-xxt5kYynNNRUAlQfDJbD&_nc_ohc=Nh5pvkrayhsQ7kNvwGca05i&_nc_gid=uSADcevtuTLfmMaSet6t1Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfL5SNwRocy9ubkOnFdL4iJfkwjVUgPlfGR_rq9u7ZUHEA&oe=68274A2A&_nc_sid=10d13b,,,多媒体大学（赛城）华文学会,official_clsc_mmu,2025-04-14T00:34:23.000Z
